Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
32370072,01/08/2016 04:46:05 PM,01/08/2016 08:31:20 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11206,586 PARK AVENUE,PARK AVENUE,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/09/2016 12:46:05 AM,The Police Department responded to the complaint and took action to fix the condition.,01/08/2016 08:31:20 PM,03 BROOKLYN,3017380001,BROOKLYN,997667,193343,PHONE,Unspecified,BROOKLYN,,,,,,,,40.697348472663,-73.95161415531699,"(40.697348472663, -73.95161415531699)"
32370073,01/08/2016 03:13:19 PM,03/28/2016 10:13:44 AM,DOT,Department of Transportation,Curb Condition,Curb Defect-Metal Protruding,Sidewalk,10128,315 EAST 88 STREET,EAST 88 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,04/19/2016 09:05:25 AM,"Upon inspection, the Department of Transportation could not find the reported condition, therefore no action was taken.",03/28/2016 10:13:44 AM,08 MANHATTAN,1015510005,MANHATTAN,998044,223069,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77893837959826,-73.95019362436821,"(40.77893837959826, -73.95019362436821)"
32370077,01/08/2016 05:33:48 PM,01/08/2016 10:50:38 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11434,144-30 175 STREET,175 STREET,SOUTH CONDUIT AVENUE,144 DRIVE,,,ADDRESS,JAMAICA,,Precinct,Closed,01/09/2016 01:33:48 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/08/2016 10:50:38 PM,13 QUEENS,4132740163,QUEENS,1046763,182090,PHONE,Unspecified,QUEENS,,,,,,,,40.666251025296205,-73.77466368776479,"(40.666251025296205, -73.77466368776479)"
32370080,01/08/2016 05:16:01 AM,08/03/2016 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11691,1020 BAY   32 STREET,BAY   32 STREET,,,,,ADDRESS,Far Rockaway,,N/A,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",08/03/2016 12:00:00 AM,14 QUEENS,4157410036,QUEENS,1048621,158482,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.601438991680844,-73.76819150839017,"(40.601438991680844, -73.76819150839017)"
32370081,01/08/2016 08:49:40 AM,02/12/2016 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,10314,171 WELLINGTON COURT,WELLINGTON COURT,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/12/2016 12:00:00 AM,02 STATEN ISLAND,5024527503,STATEN ISLAND,940153,150313,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.57914082891301,-74.15874601927251,"(40.57914082891301, -74.15874601927251)"
32370082,01/08/2016 06:06:38 PM,02/08/2016 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,11374,99-44 62 AVENUE,62 AVENUE,,,,,ADDRESS,Rego Park,,N/A,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",02/08/2016 12:00:00 AM,06 QUEENS,4021070024,QUEENS,1023609,207125,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73509935689471,-73.8579788213209,"(40.73509935689471, -73.8579788213209)"
32370083,01/08/2016 10:31:13 AM,01/08/2016 10:59:13 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11432,159-05 NORMAL ROAD,NORMAL ROAD,PARSONS BOULEVARD,160 STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,01/08/2016 06:31:13 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 10:59:13 PM,08 QUEENS,4097790001,QUEENS,1038382,197838,PHONE,Unspecified,QUEENS,,,,,,,,40.709530772074594,-73.804747464871,"(40.709530772074594, -73.804747464871)"
32370084,01/08/2016 12:29:32 PM,01/08/2016 02:52:01 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,STRICKLAND AVENUE,STRICKLAND AVENUE,MAYFAIR DRIVE SOUTH,EAST 59 PLACE,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,01/08/2016 08:29:32 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/08/2016 02:52:01 PM,18 BROOKLYN,,BROOKLYN,1008310,161752,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61061559015763,-73.91334493218115,"(40.61061559015763, -73.91334493218115)"
32370085,01/08/2016 09:17:20 PM,01/09/2016 02:58:51 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10468,2291 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST 183 STREET,WEST FORDHAM ROAD,,,ADDRESS,BRONX,,Precinct,Closed,01/09/2016 05:17:20 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/09/2016 02:58:51 AM,07 BRONX,2032180064,BRONX,1010035,252874,ONLINE,Unspecified,BRONX,,,,,,,,40.86071780395759,-73.90678289353924,"(40.86071780395759, -73.90678289353924)"
32370086,01/08/2016 08:18:00 AM,01/08/2016 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,11203,973 TROY AVENUE,TROY AVENUE,SNYDER AVENUE,HOLY CROSS CEMETERY BOUNDARY,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/08/2016 12:00:00 PM,17 BROOKLYN,3049120062,BROOKLYN,1002032,175802,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64919468653662,-73.93591889859587,"(40.64919468653662, -73.93591889859587)"
32370088,01/08/2016 09:12:04 AM,01/11/2016 11:04:40 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Damaged Vehicle,,10028,,,,,5 AVENUE,EAST   82 STREET,INTERSECTION,NEW YORK,,N/A,Closed,01/12/2016 09:12:04 AM,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result, no city agency has the jurisdiction to act on the matter.",01/11/2016 11:04:40 AM,08 MANHATTAN,,MANHATTAN,994690,223070,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77894572227151,-73.96230400123488,"(40.77894572227151, -73.96230400123488)"
32370089,01/08/2016 01:47:29 PM,01/27/2016 02:33:57 PM,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10021,EAST 69 STREET,EAST 69 STREET,2 AVENUE,1 AVENUE,,,BLOCKFACE,NEW YORK,,N/A,Closed,02/07/2016 01:47:29 PM,The Department of Transportation has determined that this issue is not within its jurisdiction.,01/27/2016 02:33:57 PM,08 MANHATTAN,,MANHATTAN,995719,218488,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76636805639541,-73.95859638264216,"(40.76636805639541, -73.95859638264216)"
32370090,01/08/2016 02:46:02 PM,01/22/2016 11:56:32 AM,DFTA,Department for the Aging,Senior Center Complaint,N/A,Senior Center,11238,966 FULTON STREET,FULTON STREET,GRAND AVENUE,CAMBRIDGE PLACE,,,,BROOKLYN,,N/A,Closed,01/22/2016 02:46:02 PM,"The Department for the Aging contacted you and provided the assistance requested.Â  No further updates will be available through 311.   If further assistance is needed, please open a new Service Request.",01/22/2016 11:56:33 AM,02 BROOKLYN,3020140026,BROOKLYN,994719,187933,PHONE,Grace Agard Harewood Senior Center,BROOKLYN,,,,,,,,40.68250324778352,-73.96225395905336,"(40.68250324778352, -73.96225395905336)"
32370092,01/08/2016 09:31:04 PM,01/11/2016 12:34:02 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cars Parked on Sidewalk/Street,,10452,15 FEATHERBED LANE,FEATHERBED LANE,EAST 174 STREET,DAVIDSON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,01/12/2016 09:31:04 PM,The Department of Consumer Affairs has determined that this issue is not within its jurisdiction. It has been referred to the New York Police Department.,01/11/2016 12:34:02 PM,05 BRONX,2028610005,BRONX,1007890,247393,ONLINE,Unspecified,BRONX,,,,,,,,40.84568010074702,-73.91455675121453,"(40.84568010074702, -73.91455675121453)"
32370093,01/08/2016 12:12:00 PM,01/08/2016 12:12:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,11201,,,,,FRONT STREET,BRIDGE STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/07/2016 12:12:00 PM,02 BROOKLYN,,BROOKLYN,988491,195163,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.70235310207198,-73.98470449707197,"(40.70235310207198, -73.98470449707197)"
32370106,01/08/2016 04:17:13 PM,01/11/2016 12:04:26 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Damaged/Defective Goods,,11377,,,,,63 STREET,QUEENS BOULEVARD,INTERSECTION,WOODSIDE,,N/A,Closed,01/12/2016 04:17:13 PM,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result, no city agency has the jurisdiction to act on the matter.",01/11/2016 12:04:26 PM,02 QUEENS,,QUEENS,1011250,209360,PHONE,Unspecified,QUEENS,,,,,,,,40.741280237793646,-73.90256544457489,"(40.741280237793646, -73.90256544457489)"
32370094,01/08/2016 11:11:46 AM,01/08/2016 11:11:46 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Other (Explain Below),11215,,,7 AVENUE,9 STREET,9 STREET,7 AVENUE,ADDRESS,BROOKLYN,,N/A,Closed,01/22/2016 11:11:46 AM,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",01/19/2016 04:51:08 PM,Unspecified BROOKLYN,,BROOKLYN,989360,182242,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66688744983333,-73.9815801788312,"(40.66688744983333, -73.9815801788312)"
32370095,01/08/2016 04:25:23 PM,07/06/2016 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11417,76-20 GLENMORE AVENUE,GLENMORE AVENUE,,,,,ADDRESS,Ozone Park,,N/A,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/06/2016 12:00:00 AM,10 QUEENS,4091260071,QUEENS,1022857,186304,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.677954014447764,-73.86081167597104,"(40.677954014447764, -73.86081167597104)"
32370096,01/08/2016 11:04:07 AM,04/12/2016 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11378,62-49 60 AVENUE,60 AVENUE,,,,,ADDRESS,Maspeth,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,04/12/2016 12:00:00 AM,05 QUEENS,4027560045,QUEENS,1011755,200658,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71739383353968,-73.90077862899275,"(40.71739383353968, -73.90077862899275)"
32370097,01/08/2016 03:16:29 PM,05/03/2016 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,10452,14 MARCY PLACE,MARCY PLACE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",05/03/2016 12:00:00 AM,04 BRONX,2028400008,BRONX,1006903,244884,UNKNOWN,Unspecified,BRONX,,,,,,,,40.838796219127325,-73.91813258838923,"(40.838796219127325, -73.91813258838923)"
32370098,01/08/2016 10:32:15 PM,01/24/2016 01:07:42 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Exchange/Refund/Return,,11214,2013 86 STREET,86 STREET,20 AVENUE,BAY 25 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,01/26/2016 12:33:31 PM,"The Department of Consumer Affairs mailed you a complaint form. If you received the form and have not yet completed it, please do so. Be sure to follow the instructions on the form and return it to DCA with all required documentation.     311 can assist those who have not received the complaint form by creating a new Service Request. Additionally, 311 can assist those who returned the form but want to inquire about the status of the filed complaint.",01/24/2016 01:07:42 AM,11 BROOKLYN,3063460073,BROOKLYN,984840,159473,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60439284669279,-73.99787524038096,"(40.60439284669279, -73.99787524038096)"
32370100,01/08/2016 07:55:49 AM,02/11/2016 02:02:43 PM,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11357,147-10 7 AVENUE,7 AVENUE,147 STREET,149 STREET,,,ADDRESS,WHITESTONE,,N/A,Closed,01/18/2016 07:55:49 AM,"The New York City Economic Development Corporation determined that this issue is not within its jurisdiction because the helicopter did not belong to a tour operating company. Instead, it was most likely a law enforcement or news gathering helicopter, which is not subject to the routing protocols established for tour helicopters.",02/11/2016 02:02:43 PM,07 QUEENS,4044750014,QUEENS,1033832,228482,PHONE,Unspecified,QUEENS,,,,,,,,40.793667284517994,-73.82093318364018,"(40.793667284517994, -73.82093318364018)"
32370105,01/08/2016 01:38:25 PM,06/21/2017 12:00:00 AM,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,11419,125-01 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,South Richmond Hill,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,06/21/2017 12:00:00 AM,10 QUEENS,4095620031,QUEENS,1034385,190045,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.688164401556236,-73.81922249368039,"(40.688164401556236, -73.81922249368039)"
32370117,01/08/2016 09:55:27 PM,03/12/2019 01:03:24 PM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11377,26-50 BROOKLYN QUEENS EXPRESSWAY WEST,BROOKLYN QUEENS EXPRESSWAY WEST,26 AVENUE,27 AVENUE,,,ADDRESS,WOODSIDE,,N/A,Closed,07/09/2016 09:38:39 AM,The Department of Parks and Recreation has planted the tree(s).,03/12/2019 01:03:24 PM,01 QUEENS,4010190001,QUEENS,1011357,216785,OTHER,Unspecified,QUEENS,,,,,,,,40.761659644876104,-73.90214938453447,"(40.761659644876104, -73.90214938453447)"
32370109,01/08/2016 12:44:40 PM,01/08/2016 12:44:51 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,
32370115,01/08/2016 01:31:16 PM,01/08/2016 01:31:54 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,NYC Street Address,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,
32370116,01/08/2016 10:55:29 PM,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10451,2625 3 AVENUE,3 AVENUE,EAST 141 STREET,EAST 142 STREET,,,ADDRESS,BRONX,,N/A,Assigned,07/09/2016 08:00:55 AM,The Department of Parks and Recreation has reviewed this request and will visit the location to investigate the condition.,01/11/2016 08:00:58 AM,01 BRONX,2023250001,BRONX,1005120,235278,OTHER,Unspecified,BRONX,,,,,,,,40.81243488560895,-73.92460618481154,"(40.81243488560895, -73.92460618481154)"
32370129,01/08/2016 02:33:07 PM,01/24/2016 01:07:10 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Illegal Tow,,11231,9 WOODHULL STREET,WOODHULL STREET,HAMILTON AVENUE,COLUMBIA STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,01/26/2016 02:03:28 PM,"The Department of Consumer Affairs mailed you a complaint form. If you received the form and have not yet completed it, please do so. Be sure to follow the instructions on the form and return it to DCA with all required documentation.     311 can assist those who have not received the complaint form by creating a new Service Request. Additionally, 311 can assist those who returned the form but want to inquire about the status of the filed complaint.",01/24/2016 01:07:10 AM,06 BROOKLYN,3003570006,BROOKLYN,982948,187684,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68182589470561,-74.00469432081661,"(40.68182589470561, -74.00469432081661)"
32370130,01/08/2016 07:59:00 AM,01/08/2016 12:00:00 PM,DSNY,Lot Cleaning,Vacant Lot,8 Request to Clean Vacant Lot,Lot,11416,95-18 86 STREET,86 STREET,95 AVENUE,97 AVENUE,,,ADDRESS,Ozone Park,,N/A,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",01/08/2016 12:00:00 PM,09 QUEENS,4090210013,QUEENS,1024470,188783,ONLINE,Unspecified,QUEENS,,,,,,,,40.684751114990156,-73.85498160381916,"(40.684751114990156, -73.85498160381916)"
32370132,01/08/2016 10:40:11 AM,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10016,345 EAST 37 STREET,EAST 37 STREET,QUEENS MIDTOWN TUNNEL APPROACH,QUEENS MIDTOWN TUNNEL,,,ADDRESS,NEW YORK,,N/A,Assigned,07/09/2016 09:25:08 AM,The Department of Parks and Recreation has reviewed this request and will visit the location to investigate the condition.,01/11/2016 09:25:46 AM,06 MANHATTAN,1009437501,MANHATTAN,991758,211073,OTHER,Unspecified,MANHATTAN,,,,,,,,40.74602002298613,-73.97290405376316,"(40.74602002298613, -73.97290405376316)"
